NDVI,EVI,SAVI,NDWI,ELEV,SLOPE,ASPECT,B2,B3,B4,B8,NDVI_mean_3x3,NDVI_std_3x3,NIR_mean_3x3,NIR_std_3x3,Status,longitude,latitude
0.7933712,0.6351101049209378,0.5410417279390124,-0.6695616,5,6.233512,63.601566,0.0407,0.07105,0.0418,0.3798,0.8052514,0.010576119828948601,0.38348335,0.02313876084444145,1,79.96133414345312,6.908179282171738
0.8292557,0.7177861066452691,0.6022136395915694,-0.7082638,11,2.8006139,270.0,0.043533333,0.073866665,0.04045,0.4286,0.82645255,0.00929077520020959,0.4301,0.011040977395921187,1,79.969598644067,6.9124013640071
0.76785,0.5890762639897698,0.5022740323757668,-0.668798,12,0.92740995,-0.0,0.0439,0.0707,0.0488,0.365,0.77294344,0.017715884180579393,0.37244445,0.01892205533504138,1,79.96825117114084,6.913569173876455
0.86980164,0.8146625981380506,0.6704092877876725,-0.7561036,10,3.347859,213.88338,0.04206,0.0671,0.0321,0.4902,0.8515544,0.01883542546698896,0.4623963,0.029161583855949844,1,79.96762235044194,6.914826815274223
0.73164296,0.5347513694310969,0.4675071007667884,-0.6428692,9,6.2065516,153.26727,0.044366665,0.07395,0.052,0.3378,0.72228795,0.02437062665891789,0.3323611,0.009231165404719723,1,79.96609521445895,6.914736983745811
0.74339247,0.5357888671629822,0.4748871337745376,-0.65465575,8,2.076071,333.2673,0.04191667,0.0664875,0.044493333,0.3264,0.7350556,0.03203595376566682,0.3132111,0.03687143220187553,1,79.96564605681688,6.913928499990103
0.6964196,0.5130390827148895,0.450743105774191,-0.6079233,8,4.1467037,333.26733,0.05185,0.08054,0.060149997,0.3252,0.68854374,0.03694543777047072,0.3280978,0.03309905913879785,1,79.963490100135,6.913209847762808
0.74414635,0.5763672818520147,0.4976358725457899,-0.6269152,10,7.236566,309.6001,0.0553,0.08725,0.0561,0.3662,0.7258344,0.017308778216622262,0.3620037,0.006516729162378824,1,79.96375959472023,6.913299679291219
0.7074667,0.49517733743494746,0.42336117899385073,-0.61493737,13,5.251175,314.79095,0.045875,0.073175,0.046375,0.30065,0.73115873,0.04718721578449404,0.32437408,0.028468690883064012,1,79.96375959472023,6.9129403531775715
0.611519,0.4506468436346143,0.377918785578638,-0.5475112,8,4.719926,168.60938,0.04853333,0.07835,0.066275,0.2945,0.6230041,0.014175363787744016,0.30011666,0.005964901749603664,1,79.96357993166342,6.914197994575339
